Select all table rows,Image,Product Name,Printing,Condition,Rarity,Number,Market Price,"Add to CartWe’re dedicated to helping you save both time and money by finding you the lowest prices around, with priority given to Direct."
Select table row 579,,Kylo Ren - We're Not Done Yet (Showcase),Foil,Condition:Near MintNear MintLightly Played,Rare,1005,$195.88,Quantity:1123456789Add To Cart
Select table row 580,,Kylo Ren's Lightsaber,Normal,Condition:Near MintNear MintLightly Played,Rare,040/264,$0.41,Quantity:1123456789Add To Cart
Select table row 581,,Kylo Ren's Lightsaber (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,542,$0.48,Quantity:1123456789Add To Cart
Select table row 582,,Kylo Ren's Lightsaber (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,780,$2.96,Quantity:1123456789Add To Cart
Select table row 583,,Kylo Ren's Lightsaber (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,304,$1.33,Quantity:1123456789Add To Cart
Select table row 584,,Last Words,Normal,Near Mint,Common,263/264,$0.05,Quantity:1123456789Add To Cart
Select table row 585,,Last Words (Foil),Foil,Near Mint,Common,765,$0.12,Quantity:1123456789Add To Cart
Select table row 586,,Last Words (Hyperspace Foil),Foil,Near Mint,Common,1003,$0.18,Quantity:1123456789Add To Cart
Select table row 587,,Last Words (Hyperspace),Normal,Near Mint,Common,527,$0.17,Quantity:1123456789Add To Cart
Select table row 588,,Leia Organa - Extraordinary,Normal,Condition:Near MintNear MintLightly Played,Legendary,098/264,$0.73,Quantity:1123456789Add To Cart
Select table row 589,,Leia Organa - Extraordinary (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,600,$0.94,Quantity:1123456789Add To Cart
Select table row 590,,Leia Organa - Extraordinary (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,838,$1.75,Quantity:1123456789Add To Cart
Select table row 591,,Leia Organa - Extraordinary (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,362,$1.38,Quantity:1123456789Add To Cart
Select table row 592,,Leia Organa - Extraordinary (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1082,$3.13,Quantity:1123456789Add To Cart
Select table row 593,,Leia Organa - Extraordinary (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1036,$2.35,Quantity:1123456789Add To Cart
Select table row 594,,Liberated by Darkness,Normal,Condition:Near MintNear MintLightly Played,Rare,189/264,$0.31,Quantity:1123456789Add To Cart
Select table row 595,,Liberated by Darkness (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,691,$0.29,Quantity:1123456789Add To Cart
Select table row 596,,Liberated by Darkness (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,929,$1.22,Quantity:1123456789Add To Cart
Select table row 597,,Liberated by Darkness (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,453,$0.85,Quantity:1123456789Add To Cart
Select table row 598,,Life Wind Sage,Normal,Near Mint,Common,212/264,$0.05,Quantity:1123456789Add To Cart
Select table row 599,,Life Wind Sage (Foil),Foil,Near Mint,Common,714,$0.07,Quantity:1123456789Add To Cart
Select table row 600,,Life Wind Sage (Hyperspace Foil),Foil,Near Mint,Common,952,$0.28,Quantity:1123456789Add To Cart
Select table row 601,,Life Wind Sage (Hyperspace),Normal,Near Mint,Common,476,$0.17,Quantity:1123456789Add To Cart
Select table row 602,,Lightsaber Throw,Normal,Condition:Near MintNear MintLightly Played,Uncommon,176/264,$0.11,Quantity:1123456789Add To Cart
Select table row 603,,Lightsaber Throw (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,678,$0.22,Quantity:1123456789Add To Cart
Select table row 604,,Lightsaber Throw (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,916,$0.27,Quantity:1123456789Add To Cart
Select table row 605,,Lightsaber Throw (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,440,$0.23,Quantity:1123456789Add To Cart
Select table row 606,,Longbeam Cruiser,Normal,Near Mint,Common,253/264,$0.06,Quantity:1123456789Add To Cart
Select table row 607,,Longbeam Cruiser (Foil),Foil,Near Mint,Common,755,$0.11,Quantity:1123456789Add To Cart
Select table row 608,,Longbeam Cruiser (Hyperspace Foil),Foil,Near Mint,Common,993,$0.21,Quantity:1123456789Add To Cart
Select table row 609,,Longbeam Cruiser (Hyperspace),Normal,Near Mint,Common,517,$0.13,Quantity:1123456789Add To Cart
Select table row 610,,Lor San Tekka - Secret Keeper,Normal,Condition:Near MintNear MintLightly Played,Uncommon,095/264,$0.09,Quantity:1123456789Add To Cart
Select table row 611,,Lor San Tekka - Secret Keeper (Foil),Foil,Near Mint,Uncommon,597,$0.12,Quantity:1123456789Add To Cart
Select table row 612,,Lor San Tekka - Secret Keeper (Hyperspace Foil),Foil,Near Mint,Uncommon,835,$0.35,Quantity:1123456789Add To Cart
Select table row 613,,Lor San Tekka - Secret Keeper (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,359,$0.21,Quantity:1123456789Add To Cart
Select table row 614,,Loth-Cat,Normal,Condition:Near MintNear MintLightly Played,Common,207/264,$0.09,Quantity:1123456789Add To Cart
Select table row 615,,Loth-Cat (Foil),Foil,Near Mint,Common,709,$0.18,Quantity:1123456789Add To Cart
Select table row 616,,Loth-Cat (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,947,$0.24,Quantity:1123456789Add To Cart
Select table row 617,,Loth-Cat (Hyperspace),Normal,Near Mint,Common,471,$0.23,Quantity:1123456789Add To Cart
Select table row 618,,Loth-Wolf,Normal,Condition:Near MintNear MintLightly Played,Common,044/264,$0.09,Quantity:1123456789Add To Cart
Select table row 619,,Loth-Wolf (Foil),Foil,Near Mint,Common,546,$0.15,Quantity:1123456789Add To Cart
Select table row 620,,Loth-Wolf (Hyperspace Foil),Foil,Near Mint,Common,784,$0.67,Quantity:1123456789Add To Cart
Select table row 621,,Loth-Wolf (Hyperspace),Normal,Near Mint,Common,308,$0.26,Quantity:1123456789Add To Cart
Select table row 622,,Luke Skywalker - A Hero's Beginning,Normal,Condition:Near MintNear MintLightly Played,Rare,249/264,$0.28,Quantity:1123456789Add To Cart
Select table row 623,,Luke Skywalker - A Hero's Beginning (Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Rare,751,$0.37,Quantity:1123456789Add To Cart
Select table row 624,,Luke Skywalker - A Hero's Beginning (Hyperspace Foil),Foil,Near Mint,Rare,989,$1.56,Quantity:1123456789Add To Cart
Select table row 625,,Luke Skywalker - A Hero's Beginning (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,513,$0.66,Quantity:1123456789Add To Cart
Select table row 626,,Luke Skywalker - A Hero's Beginning (Prestige Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Rare,1079,$4.38,Quantity:1123456789Add To Cart
Select table row 627,,Luke Skywalker - A Hero's Beginning (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1033,$2.12,Quantity:1123456789Add To Cart
Select table row 628,,Luke Skywalker - A Hero's Beginning (Serialized),Foil,Near Mint,Rare,1125,$139.99,Quantity:1123456789Add To Cart
Select table row 629,,Luminous Beings,Normal,Condition:Near MintNear MintLightly Played,Rare,104/264,$0.21,Quantity:1123456789Add To Cart
Select table row 630,,Luminous Beings (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,606,$0.22,Quantity:1123456789Add To Cart
Select table row 631,,Luminous Beings (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Rare,844,$1.14,Quantity:1123456789Add To Cart
Select table row 632,,Luminous Beings (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,368,$0.50,Quantity:1123456789Add To Cart
Select table row 633,,Luthen Rael - Masquerading Antiquarian,Normal,Condition:Near MintNear MintLightly Played,Uncommon,068/264,$0.09,Quantity:1123456789Add To Cart
Select table row 634,,Luthen Rael - Masquerading Antiquarian (Foil),Foil,Near Mint,Uncommon,570,$0.19,Quantity:1123456789Add To Cart
Select table row 635,,Luthen Rael - Masquerading Antiquarian (Hyperspace Foil),Foil,Near Mint,Uncommon,808,$0.35,Quantity:1123456789Add To Cart
Select table row 636,,Luthen Rael - Masquerading Antiquarian (Hyperspace),Normal,Near Mint,Uncommon,332,$0.23,Quantity:1123456789Add To Cart
Select table row 637,,Mace Windu - Leaping into Action,Normal,Condition:Near MintNear MintLightly Played,Uncommon,149/264,$0.30,Quantity:1123456789Add To Cart
Select table row 638,,Mace Windu - Leaping into Action (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,651,$0.39,Quantity:1123456789Add To Cart
Select table row 639,,Mace Windu - Leaping into Action (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,889,$1.16,Quantity:1123456789Add To Cart
Select table row 640,,Mace Windu - Leaping into Action (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,413,$0.95,Quantity:1123456789Add To Cart
Select table row 641,,Mace Windu - Leaping into Action (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1102,$10.18,Quantity:1123456789Add To Cart
Select table row 642,,Mace Windu - Leaping into Action (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1056,$4.94,Quantity:1123456789Add To Cart
Select table row 643,,Mace Windu - Leaping into Action (Serialized),Foil,Near Mint,Uncommon,1148,$106.21,Quantity:1123456789Add To Cart
Select table row 644,,Magistrate's Scout,Normal,Near Mint,Common,032/264,$0.05,Quantity:1123456789Add To Cart
Select table row 645,,Magistrate's Scout (Foil),Foil,Near Mint,Common,534,$0.09,Quantity:1123456789Add To Cart
Select table row 646,,Magistrate's Scout (Hyperspace Foil),Foil,Near Mint,Common,772,$0.35,Quantity:1123456789Add To Cart
Select table row 647,,Magistrate's Scout (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,296,$0.18,Quantity:1123456789Add To Cart
Select table row 648,,Malakili - Loving Rancor Keeper,Normal,Condition:Near MintNear MintLightly Played,Rare,108/264,$0.35,Quantity:1123456789Add To Cart
Select table row 649,,Malakili - Loving Rancor Keeper (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,610,$0.30,Quantity:1123456789Add To Cart
Select table row 650,,Malakili - Loving Rancor Keeper (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,848,$0.93,Quantity:1123456789Add To Cart
Select table row 651,,Malakili - Loving Rancor Keeper (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,372,$0.57,Quantity:1123456789Add To Cart
Select table row 652,,Marchion Ro - Eye of the Nihil,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,186/264,$1.64,Quantity:1123456789Add To Cart
Select table row 653,,Marchion Ro - Eye of the Nihil (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,688,$1.75,Quantity:1123456789Add To Cart
Select table row 654,,Marchion Ro - Eye of the Nihil (Hyperspace Foil),Foil,Condition:Near MintNear MintModerately Played,Legendary,926,$3.34,Quantity:1123456789Add To Cart
Select table row 655,,Marchion Ro - Eye of the Nihil (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,450,$2.98,Quantity:1123456789Add To Cart
Select table row 656,,Maz Kanata - The Light Guides,Normal,Condition:Near MintNear MintLightly Played,Uncommon,111/264,$0.11,Quantity:1123456789Add To Cart
Select table row 657,,Maz Kanata - The Light Guides (Foil),Foil,Near Mint,Uncommon,613,$0.29,Quantity:1123456789Add To Cart
Select table row 658,,Maz Kanata - The Light Guides (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,851,$0.53,Quantity:1123456789Add To Cart
Select table row 659,,Maz Kanata - The Light Guides (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,375,$0.31,Quantity:1123456789Add To Cart
Select table row 660,,Medical Frigate,Normal,Near Mint,Common,250/264,$0.07,Quantity:1123456789Add To Cart
Select table row 661,,Medical Frigate (Foil),Foil,Near Mint,Common,752,$0.16,Quantity:1123456789Add To Cart
Select table row 662,,Medical Frigate (Hyperspace Foil),Foil,Near Mint,Common,990,$0.22,Quantity:1123456789Add To Cart
Select table row 663,,Medical Frigate (Hyperspace),Normal,Near Mint,Common,514,$0.22,Quantity:1123456789Add To Cart
Select table row 664,,Merrin - Alone with the Dead,Normal,Condition:Near MintNear MintLightly Played,Uncommon,160/264,$0.12,Quantity:1123456789Add To Cart
Select table row 665,,Merrin - Alone with the Dead (Foil),Foil,Near Mint,Uncommon,662,$0.20,Quantity:1123456789Add To Cart
Select table row 666,,Merrin - Alone with the Dead (Hyperspace Foil),Foil,Near Mint,Uncommon,900,$0.58,Quantity:1123456789Add To Cart
Select table row 667,,Merrin - Alone with the Dead (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,424,$0.43,Quantity:1123456789Add To Cart
Select table row 668,,Merrin - Alone with the Dead (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1094,$5.68,Quantity:1123456789Add To Cart
Select table row 669,,Merrin - Alone with the Dead (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1048,$5.17,Quantity:1123456789Add To Cart
Select table row 670,,Merrin - Alone with the Dead (Serialized),Foil,Condition:Near MintNear MintModerately Played,Uncommon,1140,$70.00,Quantity:1123456789Add To Cart
Select table row 671,,Mind Trick,Normal,Condition:Near MintNear MintLightly Played,Rare,202/264,$0.20,Quantity:1123456789Add To Cart
Select table row 672,,Mind Trick (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,704,$0.18,Quantity:1123456789Add To Cart
Select table row 673,,Mind Trick (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,942,$0.63,Quantity:1123456789Add To Cart
Select table row 674,,Mind Trick (Hyperspace),Normal,Near Mint,Rare,466,$0.37,Quantity:1123456789Add To Cart
Select table row 675,,Morgan Elsbeth - Following the Call,Normal,Near Mint,Rare,005/264,$0.16,Quantity:1123456789Add To Cart
Select table row 676,,Morgan Elsbeth - Following the Call (Hyperspace),Normal,Near Mint,Rare,269,$0.24,Quantity:1123456789Add To Cart
Select table row 677,,Morgan Elsbeth - Following the Call (Showcase),Foil,Condition:Near MintNear MintLightly Played,Rare,1009,$34.38,Quantity:1123456789Add To Cart
Select table row 678,,Mother Talzin - Power Through Magick,Normal,Condition:Near MintNear MintLightly Played,Common,002/264,$0.09,Quantity:1123456789Add To Cart
Select table row 679,,Mother Talzin - Power Through Magick (Hyperspace),Normal,Near Mint,Common,266,$0.16,Quantity:1123456789Add To Cart
Select table row 680,,Mother Talzin - Power Through Magick (Showcase),Foil,Condition:Near MintNear MintLightly PlayedDamaged,Common,1006,$95.67,Quantity:1123456789Add To Cart
Select table row 681,,Mynock,Normal,Near Mint,Common,109/264,$0.04,Quantity:1123456789Add To Cart
Select table row 682,,Mynock (Foil),Foil,Near Mint,Common,611,$0.12,Quantity:1123456789Add To Cart
Select table row 683,,Mynock (Hyperspace Foil),Foil,Near Mint,Common,849,$0.24,Quantity:1123456789Add To Cart
Select table row 684,,Mynock (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,373,$0.19,Quantity:1123456789Add To Cart
Select table row 685,,Mysterious Hermit,Normal,Condition:Near MintNear MintLightly Played,Common,208/264,$0.07,Quantity:1123456789Add To Cart
Select table row 686,,Mysterious Hermit (Foil),Foil,Near Mint,Common,710,$0.16,Quantity:1123456789Add To Cart
Select table row 687,,Mysterious Hermit (Hyperspace Foil),Foil,Near Mint,Common,948,$0.19,Quantity:1123456789Add To Cart
Select table row 688,,Mysterious Hermit (Hyperspace),Normal,Near Mint,Common,472,$0.21,Quantity:1123456789Add To Cart
Select table row 689,,Mystic Monastery,Normal,Condition:Near MintNear MintLightly Played,Rare,022/264,$0.15,Quantity:1123456789Add To Cart
Select table row 690,,Mystic Monastery (Foil),Foil,Near Mint,Rare,530,$0.22,Quantity:1123456789Add To Cart
Select table row 691,,Mystic Monastery (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,768,$2.59,Quantity:1123456789Add To Cart
Select table row 692,,Mystic Monastery (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,286,$0.59,Quantity:1123456789Add To Cart
Select table row 693,,Mythosaur - Folklore Awakened,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,073/264,$0.66,Quantity:1123456789Add To Cart
Select table row 694,,Mythosaur - Folklore Awakened (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,575,$0.86,Quantity:1123456789Add To Cart
Select table row 695,,Mythosaur - Folklore Awakened (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,813,$2.08,Quantity:1123456789Add To Cart
Select table row 696,,Mythosaur - Folklore Awakened (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,337,$1.76,Quantity:1123456789Add To Cart
Select table row 697,,N-1 Starfighter,Normal,Near Mint,Common,192/264,$0.10,Quantity:1123456789Add To Cart
Select table row 698,,N-1 Starfighter (Foil),Foil,Near Mint,Common,694,$0.18,Quantity:1123456789Add To Cart
Select table row 699,,N-1 Starfighter (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,932,$0.55,Quantity:1123456789Add To Cart
Select table row 700,,N-1 Starfighter (Hyperspace),Normal,Near Mint,Common,456,$0.30,Quantity:1123456789Add To Cart
Select table row 701,,Nameless Terror,Normal,Near Mint,Uncommon,033/264,$0.09,Quantity:1123456789Add To Cart
Select table row 702,,Nameless Terror (Foil),Foil,Near Mint,Uncommon,535,$0.16,Quantity:1123456789Add To Cart
Select table row 703,,Nameless Terror (Hyperspace Foil),Foil,Near Mint,Uncommon,773,$0.63,Quantity:1123456789Add To Cart
Select table row 704,,Nameless Terror (Hyperspace),Normal,Near Mint,Uncommon,297,$0.22,Quantity:1123456789Add To Cart
Select table row 705,,Nightsister Lair // Experience,Normal,Near Mint,Common,020/264 // T01/T03,$0.13,Quantity:1123456789Add To Cart
Select table row 706,,Nightsister Lair // Experience (Hyperspace),Normal,Near Mint,Common,284 // T01,$0.19,Quantity:1123456789Add To Cart
Select table row 707,,Nightsister Lair // Force,Normal,Condition:Near MintNear MintLightly Played,Common,020/264 // T03/T03,$0.07,Quantity:1123456789Add To Cart
Select table row 708,,Nightsister Lair // Force (Hyperspace),Normal,Near Mint,Common,284 // T03,$0.41,Quantity:1123456789Add To Cart
Select table row 709,,Nightsister Lair // Shield,Normal,Near Mint,Common,020/264 // T02/T03,$0.09,Quantity:1123456789Add To Cart
Select table row 710,,Nightsister Warrior,Normal,Condition:Near MintNear MintLightly Played,Common,059/264,$0.11,Quantity:1123456789Add To Cart
Select table row 711,,Nightsister Warrior (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,561,$0.22,Quantity:1123456789Add To Cart
Select table row 712,,Nightsister Warrior (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,799,$1.19,Quantity:1123456789Add To Cart
Select table row 713,,Nightsister Warrior (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,323,$0.44,Quantity:1123456789Add To Cart
Select table row 714,,Nihil Marauder,Normal,Condition:Near MintNear MintLightly Played,Common,182/264,$0.09,Quantity:1123456789Add To Cart
Select table row 715,,Nihil Marauder (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,684,$0.13,Quantity:1123456789Add To Cart
Select table row 716,,Nihil Marauder (Hyperspace Foil),Foil,Near Mint,Common,922,$0.35,Quantity:1123456789Add To Cart
Select table row 717,,Nihil Marauder (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,446,$0.30,Quantity:1123456789Add To Cart
Select table row 718,,Niman Strike,Normal,Condition:Near MintNear MintLightly Played,Uncommon,124/264,$0.10,Quantity:1123456789Add To Cart
Select table row 719,,Niman Strike (Foil),Foil,Near Mint,Uncommon,626,$0.14,Quantity:1123456789Add To Cart
Select table row 720,,Niman Strike (Hyperspace Foil),Foil,Near Mint,Uncommon,864,$0.32,Quantity:1123456789Add To Cart
Select table row 721,,Niman Strike (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,388,$0.27,Quantity:1123456789Add To Cart
Select table row 722,,Obi-Wan Kenobi - Courage Makes Heroes,Normal,Near Mint,Common,008/264,$0.08,Quantity:1123456789Add To Cart
Select table row 723,,Obi-Wan Kenobi - Courage Makes Heroes (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,272,$0.13,Quantity:1123456789Add To Cart
Select table row 724,,Obi-Wan Kenobi - Courage Makes Heroes (Showcase),Foil,Condition:Near MintNear MintLightly Played,Common,1012,$76.34,Quantity:1123456789Add To Cart
Select table row 725,,Obi-Wan Kenobi - Protective Padawan,Normal,Condition:Near MintNear MintLightly Played,Special,096/264,$6.95,Quantity:1123456789Add To Cart
Select table row 726,,Obi-Wan Kenobi - Protective Padawan (Foil),Foil,Condition:Near MintNear MintLightly Played,Special,598,$1.97,Quantity:1123456789Add To Cart
Select table row 727,,Obi-Wan Kenobi - Protective Padawan (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Special,836,$5.87,Quantity:1123456789Add To Cart
Select table row 728,,Obi-Wan Kenobi - Protective Padawan (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,360,$6.19,Quantity:1123456789Add To Cart
Select table row 729,,Obi-Wan Kenobi - Protective Padawan (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Special,1096,$11.39,Quantity:1123456789Add To Cart
Select table row 730,,Obi-Wan Kenobi - Protective Padawan (Prestige),Normal,Condition:Near MintNear MintLightly Played,Special,1050,$7.91,Quantity:1123456789Add To Cart
Select table row 731,,Obi-Wan Kenobi - Protective Padawan (Serialized),Foil,Near Mint,Special,1142,$212.50,Quantity:1123456789Add To Cart
Select table row 732,,Oggdo Bogdo - Bogano Brute,Normal,Condition:Near MintNear MintLightly Played,Rare,063/264,$0.60,Quantity:1123456789Add To Cart
Select table row 733,,Oggdo Bogdo - Bogano Brute (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,565,$0.63,Quantity:1123456789Add To Cart
Select table row 734,,Oggdo Bogdo - Bogano Brute (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,803,$4.39,Quantity:1123456789Add To Cart
Select table row 735,,Oggdo Bogdo - Bogano Brute (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,327,$1.84,Quantity:1123456789Add To Cart
Select table row 736,,Old Daka - Oldest and Wisest,Normal,Condition:Near MintNear MintLightly Played,Uncommon,036/264,$0.10,Quantity:1123456789Add To Cart
Select table row 737,,Old Daka - Oldest and Wisest (Foil),Foil,Near Mint,Uncommon,538,$0.17,Quantity:1123456789Add To Cart
Select table row 738,,Old Daka - Oldest and Wisest (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,776,$0.44,Quantity:1123456789Add To Cart
Select table row 739,,Old Daka - Oldest and Wisest (Hyperspace),Normal,Near Mint,Uncommon,300,$0.33,Quantity:1123456789Add To Cart
Select table row 740,,Old Daka - Oldest and Wisest (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1072,$3.42,Quantity:1123456789Add To Cart
Select table row 741,,Old Daka - Oldest and Wisest (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1026,$0.90,Quantity:1123456789Add To Cart
Select table row 742,,Oppo Rancisis - Ancient Councilor,Normal,Condition:Near MintNear MintLightly Played,Legendary,105/264,$0.82,Quantity:1123456789Add To Cart
Select table row 743,,Oppo Rancisis - Ancient Councilor (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,607,$0.54,Quantity:1123456789Add To Cart
Select table row 744,,Oppo Rancisis - Ancient Councilor (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,845,$1.56,Quantity:1123456789Add To Cart
Select table row 745,,Oppo Rancisis - Ancient Councilor (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,369,$1.15,Quantity:1123456789Add To Cart
Select table row 746,,Oppo Rancisis - Ancient Councilor (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1099,$4.17,Quantity:1123456789Add To Cart
Select table row 747,,Oppo Rancisis - Ancient Councilor (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1053,$1.95,Quantity:1123456789Add To Cart
Select table row 748,,Oppo Rancisis - Ancient Councilor (Serialized),Foil,Near Mint,Legendary,1145,$99.99,Quantity:1123456789Add To Cart
Select table row 749,,Outer Rim Mystic,Normal,Near Mint,Common,112/264,$0.05,Quantity:1123456789Add To Cart
Select table row 750,,Outer Rim Mystic (Foil),Foil,Near Mint,Common,614,$0.14,Quantity:1123456789Add To Cart
Select table row 751,,Outer Rim Mystic (Hyperspace Foil),Foil,Near Mint,Common,852,$0.21,Quantity:1123456789Add To Cart
Select table row 752,,Outer Rim Mystic (Hyperspace),Normal,Near Mint,Common,376,$0.21,Quantity:1123456789Add To Cart
Select table row 753,,Overpower,Normal,Condition:Near MintNear MintLightly Played,Common,126/264,$0.06,Quantity:1123456789Add To Cart
Select table row 754,,Overpower (Foil),Foil,Near Mint,Common,628,$0.11,Quantity:1123456789Add To Cart
Select table row 755,,Overpower (Hyperspace Foil),Foil,Near Mint,Common,866,$0.26,Quantity:1123456789Add To Cart
Select table row 756,,Overpower (Hyperspace),Normal,Near Mint,Common,390,$0.18,Quantity:1123456789Add To Cart
Select table row 757,,Owen Lars - Devoted Uncle,Normal,Condition:Near MintNear MintLightly Played,Uncommon,057/264,$0.18,Quantity:1123456789Add To Cart
Select table row 758,,Owen Lars - Devoted Uncle (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,559,$0.26,Quantity:1123456789Add To Cart
Select table row 759,,Owen Lars - Devoted Uncle (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,797,$1.22,Quantity:1123456789Add To Cart
Select table row 760,,Owen Lars - Devoted Uncle (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,321,$0.69,Quantity:1123456789Add To Cart
Select table row 761,,Padawan Starfighter,Normal,Near Mint,Common,060/264,$0.05,Quantity:1123456789Add To Cart
Select table row 762,,Padawan Starfighter (Foil),Foil,Near Mint,Common,562,$0.11,Quantity:1123456789Add To Cart
Select table row 763,,Padawan Starfighter (Hyperspace Foil),Foil,Near Mint,Common,800,$0.18,Quantity:1123456789Add To Cart
Select table row 764,,Padawan Starfighter (Hyperspace),Normal,Near Mint,Common,324,$0.15,Quantity:1123456789Add To Cart
Select table row 765,,Paladin Training Corvette,Normal,Near Mint,Common,099/264,$0.05,Quantity:1123456789Add To Cart
Select table row 766,,Paladin Training Corvette (Foil),Foil,Near Mint,Common,601,$0.19,Quantity:1123456789Add To Cart
Select table row 767,,Paladin Training Corvette (Hyperspace Foil),Foil,Near Mint,Common,839,$0.19,Quantity:1123456789Add To Cart
Select table row 768,,Paladin Training Corvette (Hyperspace),Normal,Near Mint,Common,363,$0.18,Quantity:1123456789Add To Cart
Select table row 769,,Paz Vizsla - Unyielding Warrior,Normal,Condition:Near MintNear MintLightly Played,Rare,153/264,$0.28,Quantity:1123456789Add To Cart
Select table row 770,,Paz Vizsla - Unyielding Warrior (Foil),Foil,Near Mint,Rare,655,$0.32,Quantity:1123456789Add To Cart
Select table row 771,,Paz Vizsla - Unyielding Warrior (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,893,$1.62,Quantity:1123456789Add To Cart
Select table row 772,,Paz Vizsla - Unyielding Warrior (Hyperspace),Normal,Near Mint,Rare,417,$0.71,Quantity:1123456789Add To Cart
Select table row 773,,Peli Motto - I Should Charge You More,Normal,Condition:Near MintNear MintLightly Played,Uncommon,258/264,$0.09,Quantity:1123456789Add To Cart
