Select all table rows,Image,Product Name,Printing,Condition,Rarity,Number,Market Price,"Add to CartWe’re dedicated to helping you save both time and money by finding you the lowest prices around, with priority given to Direct."
Select table row 601,,Kreia's Whispers,Normal,Condition:Near MintNear MintLightly Played,Common,232/264,$0.10,Quantity:1123456789Add To Cart
Select table row 602,,Kreia's Whispers (Foil),Foil,Near Mint,Common,742,$0.14,Quantity:1123456789Add To Cart
Select table row 603,,Kreia's Whispers (Hyperspace Foil),Foil,Near Mint,Common,988,$0.25,Quantity:1123456789Add To Cart
Select table row 604,,Kreia's Whispers (Hyperspace),Normal,Near Mint,Common,496,$0.46,Quantity:1123456789Add To Cart
Select table row 605,,Kylo Ren's Command Shuttle - Icon of Authority,Normal,Condition:Near MintNear MintLightly Played,Legendary,32/264,$1.74,Quantity:1123456789Add To Cart
Select table row 606,,Kylo Ren's Command Shuttle - Icon of Authority (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,542,$1.17,Quantity:1123456789Add To Cart
Select table row 607,,Kylo Ren's Command Shuttle - Icon of Authority (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,788,$3.84,Quantity:1123456789Add To Cart
Select table row 608,,Kylo Ren's Command Shuttle - Icon of Authority (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,296,$2.02,Quantity:1123456789Add To Cart
Select table row 609,,Lama Su - We Modified Their Genetics,Normal,Near Mint,Rare,3/264,$0.14,Quantity:1123456789Add To Cart
Select table row 610,,Lama Su - We Modified Their Genetics (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,267,$0.30,Quantity:1123456789Add To Cart
Select table row 611,,Lama Su - We Modified Their Genetics (Showcase),Foil,Condition:Near MintNear MintLightly PlayedModerately PlayedDamaged,Rare,1023,$38.80,Quantity:1123456789Add To Cart
Select table row 612,,Lando Calrissian - Trust Me,Normal,Condition:Near MintNear MintLightly Played,Legendary,68/264,$3.74,Quantity:1123456789Add To Cart
Select table row 613,,Lando Calrissian - Trust Me (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,578,$2.00,Quantity:1123456789Add To Cart
Select table row 614,,Lando Calrissian - Trust Me (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,824,$2.45,Quantity:1123456789Add To Cart
Select table row 615,,Lando Calrissian - Trust Me (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,332,$2.21,Quantity:1123456789Add To Cart
Select table row 616,,Lando Calrissian - Trust Me (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1098,$5.91,Quantity:1123456789Add To Cart
Select table row 617,,Lando Calrissian - Trust Me (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1055,$4.15,Quantity:1123456789Add To Cart
Select table row 618,,Leia Organa - Of A Secret Bloodline,Normal,Near Mint,Common,4/264,$0.11,Quantity:1123456789Add To Cart
Select table row 619,,Leia Organa - Of A Secret Bloodline (Hyperspace),Normal,Near Mint,Common,268,$0.17,Quantity:1123456789Add To Cart
Select table row 620,,Leia Organa - Of A Secret Bloodline (Showcase),Foil,Condition:Near MintNear MintLightly Played,Common,1024,$48.65,Quantity:1123456789Add To Cart
Select table row 621,,Let's Call It War,Normal,Near Mint,Common,180/264,$0.11,Quantity:1123456789Add To Cart
Select table row 622,,Let's Call It War (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,690,$0.15,Quantity:1123456789Add To Cart
Select table row 623,,Let's Call It War (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,936,$0.32,Quantity:1123456789Add To Cart
Select table row 624,,Let's Call It War (Hyperspace),Normal,Near Mint,Common,444,$0.25,Quantity:1123456789Add To Cart
Select table row 625,,Let's Talk,Normal,Condition:Near MintNear MintLightly Played,Legendary,131/264,$0.88,Quantity:1123456789Add To Cart
Select table row 626,,Let's Talk (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,641,$0.56,Quantity:1123456789Add To Cart
Select table row 627,,Let's Talk (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,887,$1.32,Quantity:1123456789Add To Cart
Select table row 628,,Let's Talk (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,395,$1.41,Quantity:1123456789Add To Cart
Select table row 629,,Libertine - Under New Ownership,Normal,Condition:Near MintNear MintLightly Played,Rare,212/264,$0.40,Quantity:1123456789Add To Cart
Select table row 630,,Libertine - Under New Ownership (Foil),Foil,Near Mint,Rare,722,$0.32,Quantity:1123456789Add To Cart
Select table row 631,,Libertine - Under New Ownership (Hyperspace Foil),Foil,Near Mint,Rare,968,$1.54,Quantity:1123456789Add To Cart
Select table row 632,,Libertine - Under New Ownership (Hyperspace),Normal,Near Mint,Rare,476,$0.63,Quantity:1123456789Add To Cart
Select table row 633,,Libertine - Under New Ownership (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1122,$2.92,Quantity:1123456789Add To Cart
Select table row 634,,Libertine - Under New Ownership (Prestige),Normal,Near Mint,Rare,1079,$1.06,Quantity:1123456789Add To Cart
Select table row 635,,Lightmaker - I Have An Idea,Normal,Condition:Near MintNear MintLightly Played,Legendary,207/264,$6.76,Quantity:1123456789Add To Cart
Select table row 636,,Lightmaker - I Have An Idea (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,717,$5.70,Quantity:1123456789Add To Cart
Select table row 637,,Lightmaker - I Have An Idea (Hyperspace Foil),Foil,Near Mint,Legendary,963,$6.63,Quantity:1123456789Add To Cart
Select table row 638,,Lightmaker - I Have An Idea (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,471,$6.39,Quantity:1123456789Add To Cart
Select table row 639,,Lightmaker - I Have An Idea (Prestige Foil),Foil,Near Mint,Legendary,1109,$9.33,Quantity:1123456789Add To Cart
Select table row 640,,Lightmaker - I Have An Idea (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1066,$6.55,Quantity:1123456789Add To Cart
Select table row 641,,Loan Shark,Normal,Near Mint,Common,222/264,$0.11,Quantity:1123456789Add To Cart
Select table row 642,,Loan Shark (Foil),Foil,Near Mint,Common,732,$0.11,Quantity:1123456789Add To Cart
Select table row 643,,Loan Shark (Hyperspace Foil),Foil,Near Mint,Common,978,$0.34,Quantity:1123456789Add To Cart
Select table row 644,,Loan Shark (Hyperspace),Normal,Near Mint,Common,486,$0.29,Quantity:1123456789Add To Cart
Select table row 645,,Lobot - Cloud City Coordinator,Normal,Condition:Near MintNear MintLightly Played,Uncommon,57/264,$0.15,Quantity:1123456789Add To Cart
Select table row 646,,Lobot - Cloud City Coordinator (Foil),Foil,Near Mint,Uncommon,567,$0.13,Quantity:1123456789Add To Cart
Select table row 647,,Lobot - Cloud City Coordinator (Hyperspace Foil),Foil,Near Mint,Uncommon,813,$0.49,Quantity:1123456789Add To Cart
Select table row 648,,Lobot - Cloud City Coordinator (Hyperspace),Normal,Near Mint,Uncommon,321,$0.47,Quantity:1123456789Add To Cart
Select table row 649,,Lost Jedi,Normal,Condition:Near MintNear MintLightly Played,Common,58/264,$0.13,Quantity:1123456789Add To Cart
Select table row 650,,Lost Jedi (Foil),Foil,Near Mint,Common,568,$0.14,Quantity:1123456789Add To Cart
Select table row 651,,Lost Jedi (Hyperspace Foil),Foil,Near Mint,Common,814,$0.57,Quantity:1123456789Add To Cart
Select table row 652,,Lost Jedi (Hyperspace),Normal,Near Mint,Common,322,$0.25,Quantity:1123456789Add To Cart
Select table row 653,,Lurking Snub Fighter,Normal,Near Mint,Common,189/264,$0.10,Quantity:1123456789Add To Cart
Select table row 654,,Lurking Snub Fighter (Foil),Foil,Near Mint,Common,699,$0.20,Quantity:1123456789Add To Cart
Select table row 655,,Lurking Snub Fighter (Hyperspace Foil),Foil,Near Mint,Common,945,$0.42,Quantity:1123456789Add To Cart
Select table row 656,,Lurking Snub Fighter (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,453,$0.18,Quantity:1123456789Add To Cart
Select table row 657,,Luthen Rael - Don't You Want To Fight For Real?,Normal,Near Mint,Common,13/264,$0.09,Quantity:1123456789Add To Cart
Select table row 658,,Luthen Rael - Don't You Want To Fight For Real? (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,277,$0.19,Quantity:1123456789Add To Cart
Select table row 659,,Luthen Rael - Don't You Want To Fight For Real? (Showcase),Foil,Near Mint,Common,1033,$85.86,Quantity:1123456789Add To Cart
Select table row 660,,Luthen's Haulcraft - Countermeasures Armed,Normal,Condition:Near MintNear MintLightly Played,Rare,153/264,$0.51,Quantity:1123456789Add To Cart
Select table row 661,,Luthen's Haulcraft - Countermeasures Armed (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,663,$0.54,Quantity:1123456789Add To Cart
Select table row 662,,Luthen's Haulcraft - Countermeasures Armed (Hyperspace Foil),Foil,Near Mint,Rare,909,$3.99,Quantity:1123456789Add To Cart
Select table row 663,,Luthen's Haulcraft - Countermeasures Armed (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,417,$1.34,Quantity:1123456789Add To Cart
Select table row 664,,Luthen's Haulcraft - Countermeasures Armed (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1106,$2.62,Quantity:1123456789Add To Cart
Select table row 665,,Luthen's Haulcraft - Countermeasures Armed (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1063,$1.36,Quantity:1123456789Add To Cart
Select table row 666,,Maarva Andor - We've Been Sleeping,Normal,Condition:Near MintNear MintLightly Played,Uncommon,252/264,$0.12,Quantity:1123456789Add To Cart
Select table row 667,,Maarva Andor - We've Been Sleeping (Foil),Foil,Near Mint,Uncommon,762,$0.18,Quantity:1123456789Add To Cart
Select table row 668,,Maarva Andor - We've Been Sleeping (Hyperspace Foil),Foil,Near Mint,Uncommon,1008,$0.63,Quantity:1123456789Add To Cart
Select table row 669,,Maarva Andor - We've Been Sleeping (Hyperspace),Normal,Near Mint,Uncommon,516,$0.96,Quantity:1123456789Add To Cart
Select table row 670,,Maarva Andor - We've Been Sleeping (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1111,$2.49,Quantity:1123456789Add To Cart
Select table row 671,,Maarva Andor - We've Been Sleeping (Prestige),Normal,Near Mint,Uncommon,1068,$1.78,Quantity:1123456789Add To Cart
Select table row 672,,Major Partagaz - Healthcare Provider,Normal,Condition:Near MintNear MintLightly Played,Rare,81/264,$0.40,Quantity:1123456789Add To Cart
Select table row 673,,Major Partagaz - Healthcare Provider (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,591,$0.46,Quantity:1123456789Add To Cart
Select table row 674,,Major Partagaz - Healthcare Provider (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,837,$1.16,Quantity:1123456789Add To Cart
Select table row 675,,Major Partagaz - Healthcare Provider (Hyperspace),Normal,Near Mint,Rare,345,$1.09,Quantity:1123456789Add To Cart
Select table row 676,,Major Partagaz - Healthcare Provider (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1089,$4.39,Quantity:1123456789Add To Cart
Select table row 677,,Major Partagaz - Healthcare Provider (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1046,$2.68,Quantity:1123456789Add To Cart
Select table row 678,,Mas Amedda - Accomplice to Power,Normal,Condition:Near MintNear MintLightly Played,Uncommon,84/264,$0.12,Quantity:1123456789Add To Cart
Select table row 679,,Mas Amedda - Accomplice to Power (Foil),Foil,Near Mint,Uncommon,594,$0.14,Quantity:1123456789Add To Cart
Select table row 680,,Mas Amedda - Accomplice to Power (Hyperspace Foil),Foil,Near Mint,Uncommon,840,$0.27,Quantity:1123456789Add To Cart
Select table row 681,,Mas Amedda - Accomplice to Power (Hyperspace),Normal,Near Mint,Uncommon,348,$0.40,Quantity:1123456789Add To Cart
Select table row 682,,Mas Amedda - Accomplice to Power (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1091,$4.47,Quantity:1123456789Add To Cart
Select table row 683,,Mas Amedda - Accomplice to Power (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1048,$2.00,Quantity:1123456789Add To Cart
Select table row 684,,Mina Bonteri - Stop This War,Normal,Condition:Near MintNear MintLightly Played,Uncommon,94/264,$0.26,Quantity:1123456789Add To Cart
Select table row 685,,Mina Bonteri - Stop This War (Foil),Foil,Near Mint,Uncommon,604,$0.21,Quantity:1123456789Add To Cart
Select table row 686,,Mina Bonteri - Stop This War (Hyperspace Foil),Foil,Near Mint,Uncommon,850,$0.34,Quantity:1123456789Add To Cart
Select table row 687,,Mina Bonteri - Stop This War (Hyperspace),Normal,Near Mint,Uncommon,358,$1.06,Quantity:1123456789Add To Cart
Select table row 688,,Mina Bonteri - Stop This War (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1083,$7.40,Quantity:1123456789Add To Cart
Select table row 689,,Mina Bonteri - Stop This War (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1040,$6.75,Quantity:1123456789Add To Cart
Select table row 690,,Miraj Scintel - The Weak Deserve to Kneel,Normal,Condition:Near MintNear MintLightly Played,Rare,139/264,$0.60,Quantity:1123456789Add To Cart
Select table row 691,,Miraj Scintel - The Weak Deserve to Kneel (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,649,$0.48,Quantity:1123456789Add To Cart
Select table row 692,,Miraj Scintel - The Weak Deserve to Kneel (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,895,$1.43,Quantity:1123456789Add To Cart
Select table row 693,,Miraj Scintel - The Weak Deserve to Kneel (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,403,$1.32,Quantity:1123456789Add To Cart
Select table row 694,,Mon Mothma - Clinging to Hope,Normal,Condition:Near MintNear MintLightly Played,Rare,103/264,$0.38,Quantity:1123456789Add To Cart
Select table row 695,,Mon Mothma - Clinging to Hope (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,613,$0.51,Quantity:1123456789Add To Cart
Select table row 696,,Mon Mothma - Clinging to Hope (Hyperspace Foil),Foil,Near Mint,Rare,859,$1.16,Quantity:1123456789Add To Cart
Select table row 697,,Mon Mothma - Clinging to Hope (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,367,$1.97,Quantity:1123456789Add To Cart
Select table row 698,,Mon Mothma - Clinging to Hope (Prestige Foil),Foil,Near Mint,Rare,1085,$7.00,Quantity:1123456789Add To Cart
Select table row 699,,Mon Mothma - Clinging to Hope (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1042,$2.40,Quantity:1123456789Add To Cart
Select table row 700,,Mon Mothma - Forming a Coalition,Normal,Near Mint,Common,9/264,$0.08,Quantity:1123456789Add To Cart
Select table row 701,,Mon Mothma - Forming a Coalition (Hyperspace),Normal,Near Mint,Common,273,$0.14,Quantity:1123456789Add To Cart
Select table row 702,,Mon Mothma - Forming a Coalition (Showcase),Foil,Near Mint,Common,1029,$68.87,Quantity:1123456789Add To Cart
Select table row 703,,Moral Authority,Normal,Condition:Near MintNear MintLightly Played,Rare,256/264,$0.31,Quantity:1123456789Add To Cart
Select table row 704,,Moral Authority (Foil),Foil,Near Mint,Rare,766,$0.39,Quantity:1123456789Add To Cart
Select table row 705,,Moral Authority (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1012,$1.29,Quantity:1123456789Add To Cart
Select table row 706,,Moral Authority (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,520,$1.51,Quantity:1123456789Add To Cart
Select table row 707,,Mount Tantiss // Experience,Normal,Near Mint,Common,26/264 // T02//T02,$0.05,Quantity:1123456789Add To Cart
Select table row 708,,Mount Tantiss // Experience (Hyperspace),Normal,Near Mint,Common,290 // T04/T04,$0.30,Quantity:1123456789Add To Cart
Select table row 709,,Mount Tantiss // Spy,Normal,Near Mint,Common,26/264 // T01/T02,$0.08,Quantity:1123456789Add To Cart
Select table row 710,,Mount Tantiss // Spy (Hyperspace),Normal,Near Mint,Common,290 // T03/T04,$0.92,Quantity:1123456789Add To Cart
Select table row 711,,Muckraker Crab Droid,Normal,Condition:Near MintNear MintLightly Played,Uncommon,135/264,$0.12,Quantity:1123456789Add To Cart
Select table row 712,,Muckraker Crab Droid (Foil),Foil,Near Mint,Uncommon,645,$0.15,Quantity:1123456789Add To Cart
Select table row 713,,Muckraker Crab Droid (Hyperspace Foil),Foil,Near Mint,Uncommon,891,$0.36,Quantity:1123456789Add To Cart
Select table row 714,,Muckraker Crab Droid (Hyperspace),Normal,Near Mint,Uncommon,399,$0.30,Quantity:1123456789Add To Cart
Select table row 715,,Naboo Royal Starship - Fit For A Queen,Normal,Near Mint,Rare,99/264,$0.52,Quantity:1123456789Add To Cart
Select table row 716,,Naboo Royal Starship - Fit For A Queen (Foil),Foil,Near Mint,Rare,609,$0.38,Quantity:1123456789Add To Cart
Select table row 717,,Naboo Royal Starship - Fit For A Queen (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,855,$2.19,Quantity:1123456789Add To Cart
Select table row 718,,Naboo Royal Starship - Fit For A Queen (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,363,$1.46,Quantity:1123456789Add To Cart
Select table row 719,,Naboo Security Force,Normal,Near Mint,Common,120/264,$0.09,Quantity:1123456789Add To Cart
Select table row 720,,Naboo Security Force (Foil),Foil,Near Mint,Common,630,$0.13,Quantity:1123456789Add To Cart
Select table row 721,,Naboo Security Force (Hyperspace Foil),Foil,Near Mint,Common,876,$0.22,Quantity:1123456789Add To Cart
Select table row 722,,Naboo Security Force (Hyperspace),Normal,Near Mint,Common,384,$0.21,Quantity:1123456789Add To Cart
Select table row 723,,Nala Se - Chief Medical Scientist,Normal,Near Mint,Uncommon,65/264,$0.11,Quantity:1123456789Add To Cart
Select table row 724,,Nala Se - Chief Medical Scientist (Foil),Foil,Near Mint,Uncommon,574,$0.10,Quantity:1123456789Add To Cart
Select table row 725,,Nala Se - Chief Medical Scientist (Hyperspace Foil),Foil,Near Mint,Uncommon,820,$0.53,Quantity:1123456789Add To Cart
Select table row 726,,Nala Se - Chief Medical Scientist (Hyperspace),Normal,Near Mint,Uncommon,329,$0.42,Quantity:1123456789Add To Cart
Select table row 727,,Naval Intelligence HQ // Experience,Normal,Near Mint,Common,24/264 // T02/T02,$0.06,Quantity:1123456789Add To Cart
Select table row 728,,Naval Intelligence HQ // Experience (Hyperspace),Normal,Near Mint,Common,288 // T04/T04,$0.35,Quantity:1123456789Add To Cart
Select table row 729,,Naval Intelligence HQ // Spy,Normal,Near Mint,Common,24/264 // T01/T02,$0.08,Quantity:1123456789Add To Cart
Select table row 730,,Naval Intelligence HQ // Spy (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,288 // T03/T04,$0.25,Quantity:1123456789Add To Cart
Select table row 731,,Nemik's Manifesto,Normal,Condition:Near MintNear MintLightly Played,Legendary,156/264,$2.98,Quantity:1123456789Add To Cart
Select table row 732,,Nemik's Manifesto (Foil),Foil,Condition:Near MintNear MintLightly PlayedDamaged,Legendary,666,$2.82,Quantity:1123456789Add To Cart
Select table row 733,,Nemik's Manifesto (Hyperspace Foil),Foil,Near Mint,Legendary,912,$2.84,Quantity:1123456789Add To Cart
Select table row 734,,Nemik's Manifesto (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,420,$4.29,Quantity:1123456789Add To Cart
Select table row 735,,Nimble Prowess,Normal,Near Mint,Common,69/264,$0.09,Quantity:1123456789Add To Cart
Select table row 736,,Nimble Prowess (Foil),Foil,Near Mint,Common,579,$0.15,Quantity:1123456789Add To Cart
Select table row 737,,Nimble Prowess (Hyperspace Foil),Foil,Near Mint,Common,825,$0.56,Quantity:1123456789Add To Cart
Select table row 738,,Nimble Prowess (Hyperspace),Normal,Near Mint,Common,333,$0.31,Quantity:1123456789Add To Cart
Select table row 739,,No One Ever Knew,Normal,Condition:Near MintNear MintLightly Played,Uncommon,196/264,$0.12,Quantity:1123456789Add To Cart
Select table row 740,,No One Ever Knew (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,706,$0.15,Quantity:1123456789Add To Cart
Select table row 741,,No One Ever Knew (Hyperspace Foil),Foil,Near Mint,Uncommon,952,$0.27,Quantity:1123456789Add To Cart
Select table row 742,,No One Ever Knew (Hyperspace),Normal,Near Mint,Uncommon,460,$0.38,Quantity:1123456789Add To Cart
Select table row 743,,Nubian Star Skiff,Normal,Near Mint,Common,116/264,$0.08,Quantity:1123456789Add To Cart
Select table row 744,,Nubian Star Skiff (Foil),Foil,Near Mint,Common,626,$0.13,Quantity:1123456789Add To Cart
Select table row 745,,Nubian Star Skiff (Hyperspace Foil),Foil,Near Mint,Common,872,$0.28,Quantity:1123456789Add To Cart
Select table row 746,,Nubian Star Skiff (Hyperspace),Normal,Near Mint,Common,380,$0.41,Quantity:1123456789Add To Cart
Select table row 747,,Nute Gunray - Escaping Justice,Normal,Near Mint,Rare,31/264,$0.29,Quantity:1123456789Add To Cart
Select table row 748,,Nute Gunray - Escaping Justice (Foil),Foil,Near Mint,Rare,541,$0.30,Quantity:1123456789Add To Cart
Select table row 749,,Nute Gunray - Escaping Justice (Hyperspace Foil),Foil,Near Mint,Rare,787,$1.57,Quantity:1123456789Add To Cart
Select table row 750,,Nute Gunray - Escaping Justice (Hyperspace),Normal,Near Mint,Rare,295,$0.58,Quantity:1123456789Add To Cart
Select table row 751,,Nute Gunray - Escaping Justice (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1087,$2.94,Quantity:1123456789Add To Cart
Select table row 752,,Nute Gunray - Escaping Justice (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1044,$2.25,Quantity:1123456789Add To Cart
Select table row 753,,Nute Gunray - Escaping Justice (Serialized),Foil,Near Mint,Rare,1130,$125.00,Quantity:1123456789Add To Cart
Select table row 754,,Obi-Wan Kenobi - Finding What Doesn't Exist,Normal,Condition:Near MintNear MintLightly PlayedHeavily Played,Legendary,205/264,$8.22,Quantity:1123456789Add To Cart
Select table row 755,,Obi-Wan Kenobi - Finding What Doesn't Exist (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,715,$8.30,Quantity:1123456789Add To Cart
Select table row 756,,Obi-Wan Kenobi - Finding What Doesn't Exist (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,961,$15.85,Quantity:1123456789Add To Cart
Select table row 757,,Obi-Wan Kenobi - Finding What Doesn't Exist (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,469,$9.20,Quantity:1123456789Add To Cart
Select table row 758,,One Way Out,Normal,Condition:Near MintNear MintLightly Played,Rare,157/264,$0.52,Quantity:1123456789Add To Cart
Select table row 759,,One Way Out (Foil),Foil,Near Mint,Rare,667,$0.33,Quantity:1123456789Add To Cart
Select table row 760,,One Way Out (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,913,$0.90,Quantity:1123456789Add To Cart
Select table row 761,,One Way Out (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,421,$0.71,Quantity:1123456789Add To Cart
Select table row 762,,One in a Million,Normal,Near Mint,Rare,53/264,$0.35,Quantity:1123456789Add To Cart
Select table row 763,,One in a Million (Foil),Foil,Near Mint,Rare,563,$0.26,Quantity:1123456789Add To Cart
Select table row 764,,One in a Million (Hyperspace Foil),Foil,Near Mint,Rare,809,$0.40,Quantity:1123456789Add To Cart
Select table row 765,,One in a Million (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,317,$0.65,Quantity:1123456789Add To Cart
Select table row 766,,Oppression Breeds Rebellion,Normal,Condition:Near MintNear MintLightly Played,Uncommon,158/264,$0.12,Quantity:1123456789Add To Cart
Select table row 767,,Oppression Breeds Rebellion (Foil),Foil,Near Mint,Uncommon,668,$0.18,Quantity:1123456789Add To Cart
Select table row 768,,Oppression Breeds Rebellion (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,914,$0.28,Quantity:1123456789Add To Cart
Select table row 769,,Oppression Breeds Rebellion (Hyperspace),Normal,Near Mint,Uncommon,422,$0.38,Quantity:1123456789Add To Cart
Select table row 770,,Orn Free Taa - Political Power Broker,Normal,Condition:Near MintNear MintLightly Played,Rare,112/264,$0.35,Quantity:1123456789Add To Cart
Select table row 771,,Orn Free Taa - Political Power Broker (Foil),Foil,Near Mint,Rare,622,$0.28,Quantity:1123456789Add To Cart
Select table row 772,,Orn Free Taa - Political Power Broker (Hyperspace Foil),Foil,Near Mint,Rare,868,$1.96,Quantity:1123456789Add To Cart
Select table row 773,,Orn Free Taa - Political Power Broker (Hyperspace),Normal,Near Mint,Rare,376,$1.06,Quantity:1123456789Add To Cart
Select table row 774,,Orn Free Taa - Political Power Broker (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1101,$3.04,Quantity:1123456789Add To Cart
Select table row 775,,Orn Free Taa - Political Power Broker (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1058,$1.51,Quantity:1123456789Add To Cart
Select table row 776,,Orn Free Taa - Political Power Broker (Serialized),Foil,Near Mint,Rare,1144,$95.00,Quantity:1123456789Add To Cart
Select table row 777,,Outer Rim Constable,Normal,Condition:Near MintNear MintLightly Played,Common,163/264,$0.12,Quantity:1123456789Add To Cart
Select table row 778,,Outer Rim Constable (Foil),Foil,Near Mint,Common,673,$0.18,Quantity:1123456789Add To Cart
Select table row 779,,Outer Rim Constable (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,919,$0.60,Quantity:1123456789Add To Cart
Select table row 780,,Outer Rim Constable (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,427,$0.43,Quantity:1123456789Add To Cart
Select table row 781,,Padme Amidala - What Do You Have to Hide? (Showcase),Foil,Condition:Near MintNear MintModerately Played,Special,1036,$117.22,Quantity:1123456789Add To Cart
Select table row 782,,Padmé Amidala - What Do You Have to Hide?,Normal,Near Mint,Special,16/264,$2.67,Quantity:1123456789Add To Cart
Select table row 783,,Padmé Amidala - What Do You Have to Hide? (Hyperspace),Normal,Near Mint,Special,280,$0.81,Quantity:1123456789Add To Cart
Select table row 784,,Political Bully,Normal,Near Mint,Common,241/264,$0.08,Quantity:1123456789Add To Cart
Select table row 785,,Political Bully (Foil),Foil,Near Mint,Common,751,$0.12,Quantity:1123456789Add To Cart
Select table row 786,,Political Bully (Hyperspace Foil),Foil,Near Mint,Common,997,$0.25,Quantity:1123456789Add To Cart
Select table row 787,,Political Bully (Hyperspace),Normal,Near Mint,Common,505,$0.18,Quantity:1123456789Add To Cart
Select table row 788,,Populist Advisor,Normal,Condition:Near MintNear MintLightly Played,Uncommon,41/264,$0.14,Quantity:1123456789Add To Cart
Select table row 789,,Populist Advisor (Foil),Foil,Near Mint,Uncommon,551,$0.18,Quantity:1123456789Add To Cart
Select table row 790,,Populist Advisor (Hyperspace Foil),Foil,Near Mint,Uncommon,797,$0.29,Quantity:1123456789Add To Cart
Select table row 791,,Populist Advisor (Hyperspace),Normal,Near Mint,Uncommon,305,$0.38,Quantity:1123456789Add To Cart
Select table row 792,,Populist Champion,Normal,Condition:Near MintNear MintLightly Played,Common,44/264,$0.05,Quantity:1123456789Add To Cart
Select table row 793,,Populist Champion (Foil),Foil,Near Mint,Common,554,$0.10,Quantity:1123456789Add To Cart
Select table row 794,,Populist Champion (Hyperspace Foil),Foil,Near Mint,Common,800,$0.23,Quantity:1123456789Add To Cart
Select table row 795,,Populist Champion (Hyperspace),Normal,Near Mint,Common,308,$0.26,Quantity:1123456789Add To Cart
